society_id,society_name,ethnic_group,region,chapter,subsistence_type,institution_type,documentation_quality,source_ethnographers,source_book,EA072_clubs_associations,dplace_matched,notes,C01_transformation_symbolism,C01_transformation_symbolism_numeric,C01_transformation_symbolism_evidence,C02_feasting,C02_feasting_numeric,C02_feasting_evidence,C03_exotic_prestige_materials,C03_exotic_prestige_materials_numeric,C03_exotic_prestige_materials_evidence,C04_spatial_liminality,C04_spatial_liminality_numeric,C04_spatial_liminality_evidence,C05_long_duration_institutional,C05_long_duration_institutional_numeric,C05_long_duration_institutional_evidence,C06_burial_absence,C06_burial_absence_numeric,C06_burial_absence_evidence,C07_special_structure,C07_special_structure_numeric,C07_special_structure_evidence,C08_remote_locations,C08_remote_locations_numeric,C08_remote_locations_evidence,C09_ritual_paraphernalia_cache,C09_ritual_paraphernalia_cache_numeric,C09_ritual_paraphernalia_cache_evidence,C10_power_animal_iconography,C10_power_animal_iconography_numeric,C10_power_animal_iconography_evidence,C11_interaction_sphere,C11_interaction_sphere_numeric,C11_interaction_sphere_evidence,criteria_met
H18_042,Taos Religious Societies,Taos Pueblo,Plains North America,5,agricultural,secret society,rich,"Brandt,Parsons",Hayden 2018,,False,"Hierarchical secret societies with the Lulina elite class controlling political power through ritual knowledge, fines, imprisonment, and supernatural sanctions.",present,2,Members could transform into animals (bears); masks and patron animals used as supernatural contacts in ritual,present,2,Initiations entailed heavy expenditures for feasting; rooms filled with food for rituals; food redistribution documented,partial,1,Ritual paraphernalia owned by clans mentioned; exotic materials implied but not explicitly detailed in text,present,2,Caves used for initiations portrayed as rebirths; shrines at specific locations; underground kivas referenced,present,2,Secret societies with hereditary clan ownership of ceremonies; multi-generational use since at least 8th-10th century CE,unclear,-1,No explicit mention of mortuary practices or burial locations relative to ritual sites in the text,present,2,Kivas explicitly mentioned as owned by leaders; separate structures for ritual materials distinct from residential architecture,present,2,Caves and shrines at remote locations used for initiations; long pilgrimages mentioned as ritual burdens,present,2,Ritual paraphernalia cached in owned rooms/structures; secrets strictly guarded from non-initiates with severe enforcement,present,2,Bears specifically mentioned as dangerous power animals; patron animals and power animals feared by non-members,present,2,Pan-tribal secret sodalities operating at inter-community level; Eastern Pueblos organized across ethnic boundaries via shared sodalities,10
H18_043,Flint Society,Rio Grande Keres,Plains North America,5,agricultural,secret society,moderate,White,Hayden 2018,,False,Highest ranked warrior-priest society with head priest as 'inside chief' controlling warfare and ritual authority.,present,2,Members transform into bears; masked katsina spirits; transformation of inanimate objects into living creatures in rituals.,present,2,Initiations entailed heavy feasting and gift-giving; food collections redistributed; rooms filled with food for ritual services.,unclear,-1,"Ritual paraphernalia owned by leaders; blankets, sheep mentioned as payments, but non-local exotic materials not specifically described.",present,2,Caves used for initiations described as liminal rebirth spaces; guards reported at cave entrances; shrines at specific locations.,present,2,Hereditary clan ownership of kivas and ritual property; multigenerational secret society leadership and institutionalized roles documented.,unclear,-1,Text discusses birth and death rituals by societies but does not specify separation of burials from ritual loci.,present,2,Kivas owned by leaders; ritual structures distinct from residences; rooms for ritual materials explicitly mentioned.,present,2,Caves used for initiations; shrines at distance; long pilgrimages described as part of ritual burden and initiation.,present,2,"Ritual paraphernalia kept secret; masks, power animals, and sacred objects stored and feared by non-initiates.",present,2,Bear transformation central; power animals including bears in threatening roles; masks and patron animals as supernatural focus.,present,2,Katsina cult shared across Western and Eastern Pueblos; common ritual iconography and ceremonies across Keresan and other Pueblo groups.,9
H18_044,War Societies,Pueblo,Plains North America,5,agricultural,secret society,moderate,"Ware,White,Parsons",Hayden 2018,,False,"Warrior societies with priests playing dominant roles, promoting success in war; functions assumed by Medicine Societies after warfare suppression.",present,2,"Members transformed into animals (bears); masks, katsinas, patron animals used in ritual identity transformation",present,2,Initiations entailed heavy feasting expenditures; food redistributed at inclusive ritual events; rooms filled with food,partial,1,Ritual paraphernalia owned by clans; fetishes and ceremonial objects restricted; specific exotic materials not detailed,present,2,Caves used for initiations as rebirths; shrines at remote locations; caves and shrines deemed dangerous/sacred,present,2,Secret societies with hereditary clan ownership of ceremonies; kivas maintained across generations since 8th century CE,unclear,-1,Burial practices not explicitly discussed in relation to ritual loci in the text,present,2,Kivas explicitly mentioned as owned by clans/leaders; separate structures for ritual materials distinct from residences,present,2,Caves and shrines at remote locations used for initiation; long pilgrimages mentioned as part of ritual duties,present,2,Ritual paraphernalia cached in owned structures; fetishes and sacred objects kept secret from non-initiates by clans,present,2,Bears (dangerous animals) central to transformation ideology; power animals and patron animals featured in ritual iconography,present,2,Pan-tribal secret sodalities operating at inter-community level across Eastern Pueblos; Katsina Cult spread regionally c.1300 CE,10
H18_045,Black Eyes Society,Taos/Laguna Pueblo,Plains North America,5,agricultural,secret society,moderate,Parsons,Hayden 2018,,False,"Secret society maintaining ritual masks and paraphernalia in remote sipapu cave, enforcing compliance through fear and supernatural power.",present,2,Masks worn to impersonate spirits; bear leg skins used in rituals; transformation into spirit identities documented,present,2,"Feasts prevalent in curing ceremonies, initiations, rain-making rituals explicitly documented",present,2,"Shells (abalone, olivella, cowrie), quartz crystals, petrified wood, conch trumpets used in restricted ritual contexts",present,2,Sipapu cave six miles from pueblo; caves viewed as underworld openings; ritual use of liminal cave spaces,present,2,Multi-generational society memberships; hereditary roles in lineages; caves used as shrines from late Archaic times,unclear,-1,No direct statement about mortuary practices at ritual loci; text does not address burial at society sites,present,2,Kivas purpose-built for restricted ritual use; society houses; moiety great kivas distinct from residential architecture,present,2,Black Eyes Society sipapu cave six miles from pueblo; shrines up to 300-400 miles away; isolated log structure six miles from village,present,2,"Black Eyes Society kept masks, scalps, paraphernalia cached in remote sipapu cave; most sacred items cached and rarely seen",present,2,"Powers from bears, cougars, wolves, eagles, hawks, horned water serpent; stone animal sculptures kept as society patrons",present,2,Inter-Pueblo participation in initiations/dances; five language groups unified by common ritual culture forming interaction sphere,10
H18_046,Snake Society,Pueblo,Plains North America,5,agricultural,secret society,moderate,"Parsons,Stevenson",Hayden 2018,,False,Specialized society conducting snake handling rituals in public performances and maintaining remote ritual lodges six miles from villages.,present,2,Masquerades as animal patrons common in shamanistic organizations; masked costumes in dances mentioned.,present,2,"Feasts prevalent in most secret society rituals: curing, initiations, rain-making rituals explicitly stated.",partial,1,"Prayer sticks, feathers, water from special springs, masks, scalps cached as precious materials; exoticism implied but not detailed.",present,2,"Shrines at mountain tops, caves, rock shelters, water springs; caves viewed as underworld openings (sipapu).",present,2,"Caves used as shrines from late Archaic times; hereditary roles, annual visits by ceremonialists, multi-generational society structures described.",unclear,-1,No explicit mention of burial practices relative to ritual loci in the text.,present,2,Kivas for secret society ceremonies; Sia Snake Society log structure six miles from village; society houses mentioned.,present,2,Shrines 15-400 miles away; Sia Snake Society structure six miles from village; caves miles from pueblos used for rituals.,present,2,"Black Eyes Society kept masks, scalps, paraphernalia in cave six miles from pueblo; caves used for storing ritual paraphernalia.",present,2,"Power animals: bears, cougars, wolves, eagles, snakes, horned water serpent used by Keresan medicine societies.",present,2,Inter-Pueblo participation in initiations/dances; five language groups unified by common ritual culture; multi-ethnic interaction sphere described.,10
H18_047,Zuni Rain-making Societies,Zuni,Plains North America,5,agricultural,secret society,moderate,"Levy,Parsons",Hayden 2018,,False,"Multiple ranked rain-making societies with thirteen societies total, some open to both men and women, controlling village political authority.",present,2,Masks worn to impersonate spirits; members transform into bears; katsina masks enable human-spirit boundary crossing,present,2,Feasting mentioned as typical ritual feature; cooks listed as specialist roles; feasting at ceremonies documented,present,2,"Shells (abalone, olivella, cowrie, conch), quartz crystals, and exotic materials used in restricted ritual contexts",present,2,"Masks kept in sipapu cave six miles from pueblo; shrines at water margins, caves, and remote locations deliberately used",present,2,Hereditary clan ownership of kivas and masks; multi-generational use of kivas and society houses maintained institutionally,unclear,-1,Text mentions deceased members living on in masks but does not directly address burial separation from ritual loci,present,2,"Kivas and society houses purpose-built for restricted ritual use, distinct from residential architecture",present,2,Shrines and caves at 6 to 80 miles from villages used for pilgrimages and private ceremonies by secret society leaders,present,2,"Most sacred items cached, rarely seen, highly curated; masks stored in remote caves; fetishes seen only by ordained priests",present,2,Bear iconography prominent; stone animal sculptures as society patrons; cougar and snake designs on ceramics; bear shamans as enforcers,present,2,"Shared katsina cult, shell networks, and ritual practices documented across multiple Pueblo groups and linguistic boundaries",10
H18_048,Pawnee Bundle Societies,Pawnee,Plains North America,5,horticultural,secret society,moderate,"Murie,Fortune",Hayden 2018,,False,"Shamanistic organizations based on sacred bundle ownership for elevation, hunting success, and military power.",present,2,"Masquerades as animal patrons common; animal costumes with horns, fox mandibles, owl elements used in rituals.",present,2,Virtually all ceremonies and initiations accompanied by feasts; food requisitioned from families for society feasts.,present,2,"Exotic shells and stones, mescal beans, eagle wings, rare animal parts listed as ritual paraphernalia.",partial,1,"Tipis in woods at remove from villages; hilltops, solitary tents, caves used for fasting and rituals.",present,2,Loosely hereditary membership guaranteed; bundle societies multi-generational with hereditary privileges noted.,unclear,-1,No mention of burial practices at ritual loci; text silent on mortuary contexts.,present,2,Earth lodge structures holding 500-600 people erected for secret society ceremonies; earthen rings constructed.,present,2,"Hilltops, caves, solitary tents, woods used for fasting, visions, and social rituals away from villages.",present,2,Sacred bundles stored; paraphernalia kept secret from non-initiates; medicine bags and bundles cached.,present,2,"Bears, rattlesnakes, mythical water monsters, ravens, coyotes, eagles cited as power animal patrons.",present,2,Regional gatherings of 12-13 villages; some societies incorporated members from different ethnic groups.,10
H18_049,Omaha Water Monster Society,Omaha,Plains North America,5,mixed,secret society,moderate,Fortune,Hayden 2018,,False,"Shamanistic society teaching members to gain wealth through supernatural power and extortion, with internal strife and exploitation.",unclear,-1,"No mention of masks, costumes, or transformation rituals in this excerpt.",present,2,"Virtually all ceremonies and initiations accompanied by feasts, including public ones.",unclear,-1,No mention of exotic or non-local prestige materials in this excerpt.,unclear,-1,No spatial or locational information about ritual sites provided in excerpt.,partial,1,"Hereditary privileges mentioned; major ceremonies held annually, suggesting institutionalised recurrence.",unclear,-1,No mortuary practices or burial contexts mentioned in this excerpt.,unclear,-1,No specific ceremonial structures described in this excerpt.,unclear,-1,No remote or isolated ritual locations mentioned in this excerpt.,unclear,-1,"Secret knowledge taught to members implied, but no specific cached objects described.",partial,1,"Water Monster Society name implies water monster iconography, a non-prey imaginary animal.",partial,1,Midewiwin Society reference suggests shared ritual institution across ethnic boundaries in Plains region.,4
H18_050,Omaha Midewiwin Society,Omaha,Plains North America,5,mixed,secret society,moderate,Fortune,Hayden 2018,,False,Shamanistic doctoring society whose members claimed healing powers but allegedly created illness for profit and taught hardened violence.,present,2,"Animal costumes with horns, fox mandibles, owl elements; masked spirit impersonators performing ritual roles.",present,2,Virtually all ceremonies and initiations accompanied by feasts; food requisitioned from families for secret society feasts.,present,2,"Exotic shells and stones, mescal beans, eagle wings, large bird bone whistles used as ritual paraphernalia.",partial,1,"Tipis located in woods at remove from villages; hilltops, solitary tents, caves used for fasting and rituals.",present,2,Loosely hereditary membership; hereditary privileges noted; institutionalised initiation across age cohorts from youth to age 45.,unclear,-1,No mention of mortuary practices or burial locations relative to ritual sites in the text.,present,2,Earth lodge structures holding 500-600 people erected for ceremonies; earthen ring ~20m diameter constructed.,present,2,"Hilltops, caves, solitary tents, and woods locations used for fasting, visions, and rituals at distance from villages.",present,2,"Medicine bundles, bags, and paraphernalia held secret from non-initiates; revelation of society secrets said to result in death.",present,2,"Bears, rattlesnakes, mythical water monsters, ravens, coyotes, eagles as power animal patrons; not staple prey species.",present,2,Ceremonies included twelve or thirteen villages; some societies incorporated members from different ethnic groups.,10
H18_051,Arikara Medicine Society,Arikara,Plains North America,5,horticultural,secret society,thin,Curtis,Hayden 2018,,False,Shamanistic society performing medicine ceremonies in large ritual lodges accommodating hundreds of participants.,present,2,"Animal costumes with horns, fox mandibles, owl elements, coyote/raven skins with heads used in ceremonies.",present,2,"Virtually all ceremonies and initiations accompanied by feasts, including some for general public.",present,2,Exotic shells and stones listed among paraphernalia used in restricted ritual contexts.,present,2,"Hilltops, caves, woods locations used; tipis located in center of villages or woods at remove.",present,2,Loosely hereditary membership across generations; hereditary privileges noted; institutionalised return implied.,unclear,-1,No mention of burial practices or mortuary activity at ritual sites in the text.,present,2,Earth lodge structures holding 500-600 people erected specifically for secret society ceremonies.,present,2,"Hilltops, solitary tents, caves used for fasting and visions; tipis in woods at remove from villages.",present,2,"Medicine bags and bundles, sacred paraphernalia kept secret from non-initiates; revealing society tricks caused death.",present,2,"Bears, rattlesnakes, mythical water monsters, ghosts as power animal patrons; raven/coyote/eagle elements used.",present,2,Regional gatherings of 12-13 villages; some societies incorporated members from different ethnic groups.,10
H18_052,Cofradia,Maya/Mesoamerican,Plains North America,5,agricultural,secret society,moderate,"Bunzel,Cook,Christenson",Hayden 2018,,False,"Ranked ritual-political organizations propitiating deified ancestors with exclusive access restricted by initiation fees and wealth, controlling community supernatural relations.",present,2,"Masked costumes, dances, animal costumes used in competitive feasts and cofradia ceremonies featuring sacred animals",present,2,"Major community feasts for patron saint required, lavish food outlays, feasts for cargo ceremonies explicitly described",partial,1,"Offerings of food, drink, candles, incense, pots in caves; sumptuous displays but no specific exotic materials detailed",present,2,Sacred caves used for rituals; cofradia structures viewed as symbolic caves; mountains and other sacred remote places used,present,2,Multiple ranked cofradias per village linked into coherent yearly ritual system; hereditary-like roles and ongoing institutional structure,unclear,-1,Text focuses on ancestor propitiation but does not specify burial practices or separation of mortuary from ritual loci,present,2,"Cofradias had special structures in villages to house saint images, paraphernalia, and for meetings and meals",present,2,Sacred caves restricted to alcaldes; mountaintops and other remote sacred places used for important rituals by leading members,present,2,Saint images kept in caves and cofradia houses; deity images historically kept in 'dark and secret caves' brought out on special occasions,present,2,Dances featured underworld and sacred animals; décor symbolized fertility and cosmic directions; sacred animal iconography present,present,2,"Cargo ceremonies involved ritual specialists from regional center and outlying villages, ritually integrating regions across communities",10
H18_053,Midewiwin Society,Omaha,Eastern Woodlands / Great Lakes,6,mixed,secret society,rich,"Lowie, Fortune",Hayden 2018,,False,Exclusively composed of chiefs; obtained from neighboring groups; associated with medicine bundles and supernatural power transmission.,partial,1,Members could transform into bears; stage-magic tricks; regalia used in ritual contexts mentioned,present,2,"Feasts required for initiation, curing, ceremonies; societies requisitioned food from households for feasts",partial,1,"Bear-claw necklaces, eagle feathers, shells implied in curing fees; ritual bundles with exotic materials mentioned",unclear,-1,No specific mention of liminal site locations for Midewiwin Society ritual spaces,partial,1,Societies purchased and transmitted across generations; hereditary bundle rituals renewed periodically,unclear,-1,No information provided about mortuary practices relative to ritual loci,unclear,-1,No specific ceremonial lodge or structure distinct from residential architecture described for Midewiwin,unclear,-1,No mention of remote locations or isolated camps for Omaha Midewiwin rituals specifically,present,2,Medicine bundles kept secret; esoteric knowledge restricted from non-initiates; bundles stored between ceremonies,present,2,"Bear transformation, animal patrons (bears, buffalo); Water Monster Society; therianthropic imagery prominent",present,2,Midewiwin obtained from neighboring groups by purchase; societies transmitted tribe to tribe across ethnic boundaries,7
H18_054,Ogalala Secret Societies,Ogalala Sioux,Eastern Woodlands / Great Lakes,6,pastoral,secret society,rich,Wissler,Hayden 2018,,False,Multiple societies with judicial powers; requisitioned food and paraphernalia; members claimed supernatural powers in war and hunting; excluded the poor.,present,2,Members transform into bears; elk cult mirrors; dancers perform therianthropic identities; bear dance ceremonies reported,present,2,Societies requisitioned food from households for feasts; initiates paid feasts including dog meat; four-day feasting for bundle transfers,present,2,"Curing fees included bear-claw necklaces, eagle feathers, horses, robes; sacred bundles, pipes as restricted ritual objects",unclear,-1,No specific mention of liminal site locations; rituals occur in camps and lodges without threshold emphasis,present,2,"Hereditary bundle ownership, ranked sequential societies, institutionalized roles across generations with periodic renewal rituals",unclear,-1,No explicit mention of burial practices or separation of mortuary from ritual loci in text,present,2,"Leader Lodge, Medicine Lodge, and society-specific ceremonial structures distinct from residential tipis mentioned",partial,1,Vision quests and fasting mentioned as initiation criteria; no explicit isolated camps or bush schools described,present,2,"Sacred bundles kept secret, owned by priests; Osage priests hid meanings; ritual paraphernalia cached between ceremonies",present,2,"Bear, elk, kit-fox, buffalo, water monster iconography; carnivore and raptor symbolism central to society identities",present,2,"Bundle transfers, shared ceremonies across Oglala, Hidatsa, Mandan, Pawnee, Blackfoot, Osage; pan-tribal societies noted",9
H18_055,Blackfoot Secret Societies,Blackfoot,Eastern Woodlands / Great Lakes,6,pastoral,secret society,rich,Wissler,Hayden 2018,,False,"Multiple ranked societies including Bears, Kit-Fox, and Horn Society; provided policing and war medicines; members could requisition meat and gifts.",present,2,Members transform into bears; bear dances; Horn Society members use costumes/horns for power; Elk Cult mirrors on costumes,present,2,Blackfoot society members dance in front of tipis soliciting food/gifts; feasting required for bundle transfers and ceremonies,present,2,"Bear-claw necklaces, eagle feathers, embroidered clothes, sacred white robes used as ritual payments and paraphernalia",unclear,-1,Text mentions ritual camps and ceremonies but no explicit liminal site locations described for Blackfoot specifically,partial,1,Ranked societies with hereditary-style roles and costly bundle renewal across generations implied; bundles periodically renewed,unclear,-1,No mention of mortuary practices or burial locations relative to ritual sites in the text,partial,1,Secret ceremonies held in distinct contexts; Leader Lodge mentioned as distinct structure; no explicit ceremonial lodge architecture described,partial,1,Vision quests and fasting mentioned as initiation criteria; no explicit remote seclusion sites described for Blackfoot,present,2,Sacred bundles kept secret from non-initiates; Kit-Fox and Horn Societies have secret sacred ceremonies; bundles source of power,present,2,"Bears, elk, foxes, horned animals, water monsters depicted; Bear Society members dance like bears; Horn Society derives power from horns",present,2,"Shared bundle societies, ritual practices, and society structures across Blackfoot, Hidatsa, Mandan, Pawnee, Omaha and other Plains groups",9
H18_056,Osage Secret Societies,Osage,Eastern Woodlands / Great Lakes,6,mixed,secret society,rich,Bailey,Hayden 2018,,False,Three most important pan-tribal societies with priests constituting village councils; controlled secular authority; restricted membership to select men chosen by priests.,partial,1,Members claimed to transform into bears; dancers used costumes/mirrors; bear dance ceremonies mentioned for Osage context.,present,2,"Feasts required for joining, curing, ceremonies; food requisitioned from households; four-day feasting for bundle transfers.",present,2,"Bear-claw necklaces, eagle feathers, horses, robes used as ritual payments; sacred bundles with exotic materials mentioned.",unclear,-1,No specific mention of liminal site locations for Osage; text focuses on social/ritual structure rather than spatial settings.,present,2,Hereditary priestly roles; pan-tribal Osage societies constituted village councils across generations; Bailey 1995 cited extensively.,unclear,-1,No mention of mortuary practices or burial locations relative to Osage ritual sites in this text.,unclear,-1,Leader Lodge mentioned as a structure; no explicit description of purpose-built ceremonial structures distinct from residences for Osage.,unclear,-1,No mention of remote ritual locations or isolation camps specifically for Osage secret societies in this text.,present,2,Osage priests owned power objects and bundles with exclusive secret knowledge; bundles kept and renewed; knowledge hidden from uninitiated.,present,2,"Bear, elk, buffalo, kit-fox animal patrons; carnivore and raptor iconography (eagle feathers, bear claws) prominent in ritual contexts.",present,2,Pan-tribal Osage societies; Midewiwin shared across groups; common ritual bundle practices across multiple Plains/Woodlands societies described.,7
H18_057,Hidatsa Secret Societies,Hidatsa,Eastern Woodlands / Great Lakes,6,horticultural,secret society,rich,"Bowers, Lowie",Hayden 2018,,False,War and social organizations with supernatural elements including Earthnaming Society with costly bundle transfers; members paid for ritual instruction.,present,2,Members transform into bears; regalia sacred; costumes with mirrors; therianthropic transformation claims documented,present,2,Earthnaming Society required feasting all members four days; requisitioning food for feasts widespread among Hidatsa and neighbors,present,2,"Bundle transfers included buffalo robes, moccasins, pemmican, bear-claw necklaces, eagle feathers, horses as ritual payments",unclear,-1,No specific mention of liminal site locations for Hidatsa ritual spaces in this text,present,2,Societies institutionally maintained across generations; bundle rituals constantly introduced; hereditary-like ranked membership structures,unclear,-1,No mention of mortuary practices or burial locations relative to ritual sites in this text,partial,1,Leader Lodge referenced as distinct structure; ceremonial lodges implied but not explicitly described architecturally for Hidatsa,absent,0,"No mention of remote locations, bush schools, or isolated camps for Hidatsa initiation seclusion",present,2,Sacred bundles kept secret from non-initiates; ritual paraphernalia stored and transferred at high cost; esoteric knowledge restricted,present,2,"Bear transformations, Kit-Fox Society, Horn Society, Buffalo Bull Society; carnivore and raptor iconography in society names and rituals",present,2,Societies purchased between tribes; Hot Dance bought by Crow for 600 horses; Midewiwin transmitted tribe to tribe by purchase,8
H18_058,Mandan Women's Societies,Mandan,Eastern Woodlands / Great Lakes,6,horticultural,secret society,rich,Lowie,Hayden 2018,,False,White Buffalo Cow Society and other women's societies with sacred mysteries for attracting buffalo and promoting corn fertility; primarily composed of older women.,present,2,White Buffalo Cow Society used sacred white robe; members transform into bears; therianthropic bear dance ceremonies described,present,2,Feasting foods required for four days in bundle transfers; societies obtained food from households for feasts,partial,1,"Sacred white robe, bear-claw necklaces, eagle feathers mentioned as ritual payments; bundles as prestige objects",unclear,-1,No specific mention of liminal site locations for Mandan women's societies; sweat rituals mentioned but no spatial detail,present,2,"Hereditary roles, bundle renewals required periodically; White Buffalo Cow Society institutionally maintained across generations",unclear,-1,No mention of mortuary practices or burial locations relative to ritual sites in the text,unclear,-1,No specific purpose-built structures described for Mandan women's societies; ceremonies held at tipis mentioned,absent,0,No remote locations or isolated camps mentioned for Mandan women's societies specifically,present,2,Sacred bundles stored and kept secret; ritual paraphernalia including sacred white robe held by White Buffalo Cow Society,present,2,Members had magical powers derived from horns; bear transformation claimed; buffalo and animal patron iconography prominent,present,2,Similar requisitioning and bundle-transfer practices reported across Upper Missouri River region among multiple groups,7
H18_059,Pawnee Bundle Societies,Pawnee,Eastern Woodlands / Great Lakes,6,agricultural,secret society,rich,Murie,Hayden 2018,,False,Bundle-based societies claiming esoteric power to call buffalo herds; members performed for gifts; Society of Chiefs was highly secretive.,present,2,"Members transform into bears; bustles, medicine bags, sacred regalia worn in ritual contexts by Pawnee bundle societies.",present,2,Pawnee bundle society members performed for gifts; feasting foods for four days prepared; Medicine Men's Society spectators gave gifts divided among members.,present,2,"Bear-claw necklaces, eagle feathers, embroidered clothes cited as ritual payments; sacred bundles contain exotic materials.",unclear,-1,Text does not describe specific liminal site locations for Pawnee bundle societies.,present,2,"Bundle-based societies with hereditary priestly roles, multi-village Society of Chiefs across thirteen Pawnee villages, bundles renewed periodically across generations.",unclear,-1,Text does not describe mortuary practices or burial locations for Pawnee bundle societies.,unclear,-1,Text references ceremonies and meetings but does not specify purpose-built structures distinct from residential lodges for Pawnee.,unclear,-1,No mention of remote or isolated locations used for Pawnee bundle society rituals in the text.,present,2,"Sacred bundles kept secret; Society of Chiefs highly secretive; ritual paraphernalia owned by priestly members, hidden from uninitiated.",present,2,"Bears, eagles, buffalo spirits, animal patrons feature prominently; members transform into bears; bustles and medicine bags have magical powers.",present,2,"Society of Chiefs spans thirteen Pawnee villages; bundle-based rituals shared across Upper Missouri groups including Hidatsa, Mandan, Arikara.",7
H18_060,Ponca Secret Societies,Ponca,Eastern Woodlands / Great Lakes,6,mixed,secret society,moderate,Skinner,Hayden 2018,,False,Multiple societies including Women-Catchers Society and Buffalo Society; aspiring chiefs required membership in most or all societies and leadership positions.,present,2,Members transform into bears; dancers use costumes with mirrors; bear dances involve therianthropic transformation.,present,2,Ponca chiefs required to give feasts; societies requisitioned food for feasts; elaborate multi-day feasting for bundle transfers.,present,2,"Curing fees included horses, bear-claw necklaces, eagle feathers, robes; bundle transfers required hundred buffalo robes.",unclear,-1,No specific mention of liminal site locations for Ponca or Plains societies in this text.,present,2,"Hereditary roles, institutionalised society membership, multi-generational bundle ownership with periodic costly renewal rituals.",unclear,-1,No mention of burial practices or separation of mortuary contexts from ritual loci in this text.,partial,1,Leader Lodge referenced as distinct structure; ceremonial contexts implied but specific ceremonial lodge architecture not detailed.,unclear,-1,Vision quests and fasting mentioned but no specific remote locations for Ponca initiation seclusion described.,present,2,"Sacred bundles kept secret, owned by priests; esoteric knowledge restricted from uninitiated; ritual paraphernalia cached between ceremonies.",present,2,"Bear, elk, buffalo, kit-fox, horn society iconography; carnivore/raptor imagery; eagle feathers; bear-claw necklaces in ritual contexts.",present,2,"Societies bought and sold between tribes; Midewiwin and other societies transmitted across Omaha, Ponca, Hidatsa, Blackfoot, Pawnee.",8
H18_061,Iowa Secret Societies,Iowa,Eastern Woodlands / Great Lakes,6,mixed,secret society,moderate,Skinner,Hayden 2018,,False,"Buffalo Tail Society, Mystery (Animal) Society, and Secret Order of Shamans with animal patrons for curing and weather control; high initiation costs.",present,2,Bear Society members danced like bears; some transformed into bears; mirrors used in Elk Cult costumes for supernatural power,present,2,Buffalo Tail Society obtained food from households for feasts; feasts required for membership and ceremonies,partial,1,"Bear-claw necklaces, eagle feathers mentioned as payment/ritual items; sacred bundles used; no explicit exotic material caching described",unclear,-1,No specific mention of liminal site locations for Iowa societies; general ritual contexts described without spatial detail,partial,1,"Fixed officers, hereditary bundle ownership, and institutionalized society membership implied across generations; bundles renewed periodically",unclear,-1,No information on mortuary practices or burial locations relative to ritual sites for Iowa societies,unclear,-1,No specific purpose-built ceremonial structures described for Iowa secret societies in the text,unclear,-1,Vision quests mentioned generally but no specific remote initiation locations described for Iowa societies,present,2,Ritual bundles kept secret; sacred war bundles carried by buffalo shaman; Mystery Society centered on ritual bundles,present,2,Animal patrons including bears and buffalo spirits; Bear Society members danced like bears and killed/revived victims,partial,1,"Iowa societies share bundle-based practices, animal patron cults, and ritual structures with Omaha, Pawnee, Blackfoot across region",7
H18_062,Arikara Secret Societies,Arikara,Eastern Woodlands / Great Lakes,6,agricultural,secret society,moderate,Lowie,Hayden 2018,,False,Predominantly militaristic men's societies; women's Goose Society promoted maize fertility through sacred mysteries and field blessings.,partial,1,Women's Goose Society performed maize rituals; Bear Society members danced like bears; transformation implied but limited detail.,present,2,Medicine Pipe Society required holding feasts; Oglala societies gave food/goods; feasts prerequisite for membership.,unclear,-1,Sacred bundles and medicine bags mentioned but no specific exotic non-local materials described for Arikara specifically.,unclear,-1,No specific liminal site locations described for Arikara ritual spaces in this text.,partial,1,Sequential ranked societies with hereditary-like roles and institutional structure implied across generations for Plains groups broadly.,unclear,-1,No information on mortuary practices or burial locations relative to ritual sites provided in text.,partial,1,Leader Lodge mentioned as distinct structure; ceremonial lodges implied but not architecturally described for Arikara specifically.,unclear,-1,No mention of remote locations or isolated camps used for Arikara initiation or ritual seclusion.,present,2,"Sacred war bundles, medicine bags, sacred bundles kept secret; bundle-based societies with esoteric powers explicitly described.",present,2,"Bear Society, Buffalo Society, animal patrons; Iowa Animal Society uses animal patrons; bears, buffalo spirits depicted ritually.",present,2,"Society of Chiefs spans thirteen Pawnee villages; shared bundle-society forms across Arikara, Pawnee, Mandan, Iowa, Omaha, Blackfoot.",7
H18_063,Hot Dance,Crow,Eastern Woodlands / Great Lakes,6,pastoral,ritual sodality,thin,Lowie,Hayden 2018,,False,Purchased from neighboring group for 600 horses; involved fire-walking rituals with hot coals and boiling water.,present,2,"Hot Dance involves putting hands in boiling water, hot embers in mouths; members transform into bears",present,2,Feasts required for ceremonies; dog meat included in Hot Dance purchase; feasts for cures and rituals,present,2,"Hot Dance purchased for 600 horses including regalia; bear-claw necklaces, eagle feathers used as ritual payments",unclear,-1,No specific mention of liminal site locations for Hot Dance or Crow ceremonies in text,partial,1,Societies transmitted across generations via purchase; hereditary roles implied but not explicitly documented for Crow,unclear,-1,No mention of burial practices in relation to ritual sites in text,partial,1,Special structures implied by Leader Lodge and society meeting places; no explicit Crow ceremonial lodge described,absent,0,No mention of remote locations or isolated camps for Hot Dance or Crow ritual seclusion,present,2,Regalia included in Hot Dance purchase; ritual bundles kept secret; paraphernalia stored between ceremonies,present,2,"Bear transformations claimed; Kit-Fox, Horn Society, Bear Society use carnivore/raptor iconography in rituals",present,2,Hot Dance purchased from neighboring group for 600 horses; societies sold tribe to tribe across ethnic boundaries,8
